CustomerID,Phone Service,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies
5848-FHRFC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2243-FNMMI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2511-MORQY,Yes,DSL,No,No,Yes,No,No,No
5356-KZCKT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9470-XCCEM,Yes,Fiber optic,No,Yes,No,No,Yes,No
6519-CFDBX,Yes,DSL,No,No,No,No,No,No
3902-MIVLE,Yes,DSL,Yes,No,Yes,Yes,No,Yes
0409-WTMPL,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8763-KIAFH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3669-WHAFY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3055-VTCGS,Yes,DSL,No,No,Yes,No,No,Yes
3144-KMTWZ,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
2007-QVGAW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5207-PLSTK,Yes,DSL,Yes,No,No,No,No,No
2307-FYNNL,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5605-XNWEN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2155-AMQRX,Yes,DSL,No,No,No,Yes,No,No
6181-AXXYF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5091-HFAZW,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
2519-LBNQL,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8623-ULFNQ,Yes,DSL,No,No,No,Yes,No,Yes
1568-LJSZU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7789-HKSBS,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7416-CKTEP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2586-CWXVV,No,DSL,No,Yes,No,No,No,No
2348-KCJLT,Yes,DSL,Yes,Yes,Yes,No,No,No
8401-EMUWF,Yes,DSL,Yes,Yes,No,No,Yes,No
4193-IBKSW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5377-NDTOU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2474-LCNUE,Yes,DSL,No,No,No,Yes,Yes,Yes
0839-QNXME,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3506-OVLKD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6650-VJONK,Yes,DSL,No,No,No,No,No,No
2178-PMGCJ,Yes,Fiber optic,No,No,No,No,No,No
7492-TAFJD,No,DSL,Yes,Yes,Yes,No,No,No
2773-MADBQ,No,DSL,Yes,Yes,Yes,Yes,No,Yes
6016-LVTJQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7860-KSUGX,Yes,DSL,Yes,Yes,Yes,No,No,No
8966-KZXXA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5149-QYTTU,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
2070-XYMFH,Yes,Fiber optic,No,No,Yes,No,No,No
2085-BOJKI,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0817-HSUSE,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5442-PPTJY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1927-QEWMY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1663-MHLHE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5663-QBGIS,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4450-MDZFX,Yes,Fiber optic,No,No,No,No,No,No
6701-DHKWQ,No,DSL,No,Yes,Yes,Yes,Yes,No
7554-AKDQF,Yes,DSL,No,No,No,No,No,No
0794-YVSGE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5423-BHIXO,Yes,DSL,No,Yes,No,No,No,No
6908-VVYHM,Yes,Fiber optic,No,Yes,No,No,No,Yes
2959-EEXWB,No,DSL,Yes,No,No,No,Yes,Yes
1839-UMACK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3030-YDNRM,Yes,Fiber optic,No,No,No,No,No,No
7321-KKSDU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3402-XRIUO,Yes,DSL,Yes,Yes,No,Yes,No,No
8286-AFUYI,Yes,DSL,Yes,No,No,No,No,No
8356-WUAOJ,Yes,DSL,No,No,No,No,No,No
8058-DMYRU,Yes,Fiber optic,No,Yes,No,No,No,Yes
9350-ZXYJC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8958-JPTRR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6959-GQEGV,Yes,DSL,Yes,No,Yes,No,Yes,Yes
3173-WSSUE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1265-HVPZB,Yes,DSL,Yes,Yes,Yes,No,Yes,No
4115-UMJFQ,No,DSL,No,Yes,Yes,No,No,No
7369-TRPFD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1098-KFQEC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7190-XHTWJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3537-RYBHH,Yes,DSL,Yes,Yes,Yes,No,No,No
5296-BFCYD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9359-JANWS,Yes,DSL,Yes,No,Yes,Yes,No,No
3279-DYZQM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0523-VNGTF,No,DSL,No,Yes,Yes,Yes,Yes,No
9575-IWCAZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7105-MXJLL,Yes,DSL,No,No,Yes,No,No,Yes
7064-FRRSW,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7940-UQQUG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
3961-SXAXY,Yes,DSL,No,No,No,No,No,No
7010-BRBUU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3566-HJGPK,Yes,DSL,No,No,No,No,No,No
3062-ICYZQ,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
9938-PRCVK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0973-KYVNF,Yes,DSL,Yes,Yes,Yes,No,Yes,No
5129-HHMZC,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
9637-CDTKZ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3946-JEWRQ,Yes,Fiber optic,No,No,No,No,Yes,Yes
7873-CVMAW,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0463-WZZKO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4524-QCSSM,No,DSL,Yes,Yes,No,No,No,Yes
5832-EXGTT,Yes,DSL,Yes,No,No,No,No,Yes
2039-JONDJ,Yes,DSL,Yes,Yes,No,No,No,No
7217-JYHOQ,Yes,DSL,Yes,Yes,No,Yes,No,Yes
6695-FRVEC,Yes,DSL,Yes,No,Yes,Yes,No,No
9894-QMIMJ,Yes,DSL,No,Yes,Yes,No,No,No
8069-YQQAJ,No,DSL,No,Yes,No,No,No,No
1636-NTNCO,No,DSL,No,Yes,No,No,Yes,Yes
3466-WAESX,Yes,DSL,Yes,Yes,No,No,No,Yes
9281-PKKZE,No,DSL,No,No,No,No,Yes,Yes
3638-VBZTA,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
7459-IMVYU,Yes,DSL,Yes,Yes,Yes,Yes,No,No
8563-OYMQY,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
0754-EEBDC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5777-ZPQNC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1951-IEYXM,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3318-NMQXL,Yes,Fiber optic,No,No,No,No,Yes,Yes
1022-RKXDR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2361-FJWNO,No,DSL,No,Yes,No,Yes,No,No
2272-UOINI,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
8232-UTFOZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3750-YHRYO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6637-KYRCV,No,DSL,No,Yes,No,No,No,No
5668-MEISB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
0129-QMPDR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7188-CBBBA,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
5356-CSVSQ,Yes,DSL,No,No,No,Yes,Yes,No
3221-CJMSG,Yes,DSL,No,No,No,Yes,No,No
3219-JQRSL,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2801-NISEI,Yes,DSL,Yes,No,No,Yes,No,No
4623-ZKHLY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6732-VAILE,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8201-AAXCB,Yes,DSL,No,No,No,No,Yes,No
7696-CFTAT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1845-CSBRZ,Yes,Fiber optic,No,No,No,No,Yes,No
2123-VSCOT,Yes,DSL,No,No,Yes,Yes,Yes,No
2018-QKYGT,Yes,Fiber optic,No,No,No,No,No,Yes
2792-VPPET,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7409-JURKQ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3247-MHJKM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1964-SVLEA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7297-DVYGA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2239-CGBUZ,Yes,DSL,Yes,Yes,No,Yes,No,No
0854-UYHZD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7243-LCGGZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8267-KFGYD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4890-VMUAV,Yes,DSL,Yes,Yes,Yes,Yes,No,No
9261-WDCAF,Yes,DSL,No,No,No,No,No,Yes
3764-MNMOI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7442-YGZFK,Yes,DSL,No,No,No,No,No,No
8229-BUJHX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7449-HVPIV,Yes,Fiber optic,No,No,Yes,No,Yes,No
5504-WSIUR,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
8466-PZBLH,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
8735-IJJEG,Yes,DSL,No,No,Yes,No,No,No
0564-MUUQK,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
0701-RFGFI,Yes,Fiber optic,No,No,No,No,Yes,Yes
0019-EFAEP,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
5619-PTMIK,Yes,DSL,Yes,No,No,No,No,No
3737-XBQDD,Yes,Fiber optic,No,Yes,Yes,No,No,No
5882-CMAZQ,No,DSL,No,Yes,No,Yes,No,No
5846-QFDFI,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
4445-KWOKW,Yes,DSL,Yes,Yes,No,No,No,No
3511-APPBJ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7967-HYCDE,Yes,Fiber optic,No,No,No,No,No,No
2430-RRYUW,Yes,DSL,Yes,Yes,No,No,No,No
3723-BFBGR,Yes,DSL,No,Yes,No,No,No,No
5447-WZAFP,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5110-CHOPY,No,DSL,Yes,No,Yes,No,Yes,Yes
4425-OWHWB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7892-QVYKW,Yes,Fiber optic,No,No,No,No,No,Yes
9675-ICXCT,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4703-MQYKT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5692-ICXLW,Yes,Fiber optic,No,Yes,No,No,Yes,No
0602-DDUML,Yes,DSL,No,Yes,Yes,Yes,Yes,No
2208-MPXIO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1960-UYCNN,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3190-FZATL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7336-RLLRH,Yes,DSL,Yes,No,No,Yes,Yes,Yes
7710-JSYOA,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
9885-MFVSU,No,DSL,Yes,No,No,Yes,Yes,No
0607-MVMGC,Yes,DSL,No,Yes,Yes,No,Yes,Yes
3365-SAIGS,Yes,Fiber optic,No,Yes,No,No,Yes,No
8022-BECSI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9993-LHIEB,Yes,DSL,Yes,No,Yes,Yes,No,Yes
0266-CLZKZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7020-OZKXZ,Yes,Fiber optic,No,No,Yes,No,No,No
3977-QCRSL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0017-DINOC,No,DSL,Yes,No,No,Yes,Yes,No
7639-OPLNG,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
1492-QGCLU,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
7328-OWMOM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4418-LZMSV,Yes,DSL,No,Yes,Yes,Yes,No,No
5155-AZQPB,Yes,DSL,No,No,No,No,No,No
1087-GRUYI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2546-KZAAT,Yes,DSL,Yes,Yes,No,No,Yes,Yes
0181-RITDD,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5989-PGKJB,Yes,Fiber optic,No,Yes,No,No,No,Yes
8272-ONJLV,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1488-PBLJN,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0308-GIQJT,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3778-FOAQW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4452-ROHMO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3090-LETTY,Yes,DSL,Yes,Yes,No,No,No,No
5349-AZPEW,No,DSL,No,No,No,No,No,No
9720-JJJOR,Yes,DSL,Yes,Yes,Yes,No,No,No
8100-HZZLJ,Yes,DSL,Yes,Yes,No,No,No,Yes
8775-ERLNB,Yes,Fiber optic,No,No,No,No,No,No
8309-IEYJD,Yes,Fiber optic,No,No,No,No,No,No
7398-HPYZQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3546-GHEAE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7361-YPXFS,Yes,DSL,No,Yes,Yes,Yes,No,No
6557-BZXLQ,Yes,Fiber optic,No,No,No,No,No,No
2550-QHZGP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7519-JTWQH,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2538-OIMXF,No,DSL,No,No,No,No,No,No
8543-MSDMF,Yes,DSL,Yes,No,Yes,No,Yes,Yes
1170-SASML,Yes,Fiber optic,No,Yes,Yes,No,No,No
4872-JCVCA,No,DSL,Yes,Yes,Yes,Yes,No,No
5346-BZCHP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2038-LLMLM,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1216-BGTSP,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4138-NAXED,Yes,Fiber optic,No,Yes,No,No,No,No
0744-BIKKF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7483-IQWIB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
5248-KWLAR,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7996-MHXLW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7833-PKIHD,Yes,DSL,Yes,No,No,Yes,Yes,Yes
7061-OVMIM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5153-RTHKF,Yes,Fiber optic,No,No,No,No,Yes,No
1852-QSWCD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4832-VRBMR,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9079-LWTFD,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
3392-EHMNK,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
5986-WWXDV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3061-BCKYI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7901-TBKJX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7228-PAQPD,Yes,DSL,No,No,No,Yes,No,Yes
7746-QYVCO,Yes,DSL,Yes,Yes,No,No,No,No
5804-HYIEZ,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
9919-FZDED,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
5934-TSSAU,Yes,Fiber optic,No,No,Yes,No,No,No
3486-KHMLI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6784-XYJAE,Yes,DSL,No,No,Yes,No,No,No
3933-DQPWX,No,DSL,No,Yes,Yes,Yes,No,No
6661-EIPZC,No,DSL,No,No,No,Yes,No,No
8957-THMOA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2251-PYLPB,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5555-RNPGT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1057-FOGLZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8087-LGYHQ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4137-BTIKL,Yes,Fiber optic,Yes,No,No,No,No,Yes
2190-BCXEC,Yes,Fiber optic,No,No,No,Yes,No,No
6227-FBDXH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2911-WDXMV,Yes,Fiber optic,No,No,Yes,No,No,No
7206-PQBBZ,Yes,Fiber optic,No,No,No,No,No,No
4547-FZJWE,Yes,DSL,Yes,No,No,No,No,Yes
7422-WNBTY,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
0842-IWYCP,Yes,DSL,No,No,No,No,No,No
3521-HTQTV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3744-ZBHON,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3373-DIUUN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8383-SGHJU,Yes,DSL,Yes,No,No,Yes,No,No
7607-QKKTJ,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7707-PYBBH,Yes,DSL,Yes,Yes,No,Yes,No,No
8984-HPEMB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4139-DETXS,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9779-DPNEJ,Yes,Fiber optic,No,No,No,No,No,Yes
9805-FILKB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5793-YOLJN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0673-IGUQO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4123-FCVCB,Yes,DSL,No,No,No,Yes,Yes,Yes
8819-IMISP,Yes,Fiber optic,No,Yes,No,No,No,No
8311-UEUAB,Yes,DSL,Yes,No,No,No,Yes,Yes
5858-EAFCZ,Yes,DSL,No,No,No,No,No,No
1163-ONYEY,Yes,DSL,Yes,Yes,Yes,No,Yes,No
5656-MJEFC,No,DSL,Yes,No,Yes,Yes,Yes,No
6082-OQFBA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8974-OVACP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4010-YLMVT,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1379-FRVEB,Yes,Fiber optic,No,Yes,No,No,Yes,No
8612-GXIDD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6288-CHQJB,Yes,DSL,Yes,No,Yes,Yes,No,Yes
8160-HOWOX,Yes,DSL,No,No,No,No,Yes,Yes
6648-INWPS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4223-BKEOR,Yes,DSL,Yes,No,Yes,No,No,Yes
4079-VTGLK,Yes,DSL,No,No,Yes,No,Yes,Yes
1763-WQFUK,Yes,DSL,No,No,No,Yes,No,No
1391-UBDAR,Yes,Fiber optic,No,No,Yes,No,No,No
8894-JVDCV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2023-VQFDL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1345-GKDZZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2014-MKGMH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5628-FCGYG,Yes,Fiber optic,No,No,No,No,No,Yes
2560-WBWXF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0248-IPDFW,Yes,DSL,No,No,No,No,No,No
7978-DKUQH,Yes,Fiber optic,No,No,Yes,No,No,No
4335-UPJSI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1784-EZDKJ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9297-FVVDH,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
8007-YYPWD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7101-HRBLJ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6635-CPNUN,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
5453-YBTWV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5039-LZRQT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2931-VUVJN,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
6418-PIQSP,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
8220-OCUFY,Yes,DSL,Yes,No,Yes,Yes,No,No
3995-WFCSM,Yes,DSL,No,No,Yes,No,No,Yes
1895-QTKDO,Yes,DSL,No,No,No,No,No,No
2038-OEQZH,Yes,Fiber optic,No,No,Yes,No,No,Yes
1178-PZGAB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2626-VEEWG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2878-RMWXY,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
1657-DYMBM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7311-MQJCH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7375-WMVMT,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
1136-XGEQU,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2530-FMFXO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6844-DZKRF,Yes,DSL,No,No,No,Yes,No,No
5970-GHJAW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8879-XUAHX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3689-MOZGR,No,DSL,No,No,No,Yes,No,No
4195-PNGZS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5003-XZWWO,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
7622-FWGEW,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6922-NCEDI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9891-NQDBD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6131-IUNXN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8548-AWOFC,Yes,DSL,No,No,No,Yes,No,Yes
9798-DRYDS,Yes,DSL,No,No,Yes,Yes,No,No
8532-UEFWH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6296-DDOOR,Yes,DSL,No,Yes,No,No,Yes,No
7951-VRDVK,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4815-YOSUK,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
0380-NEAVX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4365-MSDYN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7036-TYDEC,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5802-ADBRC,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
8076-FEZKJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5197-YPYBZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4312-GVYNH,No,DSL,Yes,No,Yes,Yes,No,Yes
8495-LJDFO,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0839-JTCUD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5494-WOZRZ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1302-UHBDD,Yes,Fiber optic,No,No,No,No,Yes,Yes
2234-EOFPT,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
8619-IJNDK,Yes,DSL,Yes,Yes,Yes,Yes,No,No
8378-LKJAF,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1153-GNOLC,No,DSL,No,Yes,No,No,Yes,No
3298-QEICA,No,DSL,Yes,No,No,Yes,No,No
0788-DXBFY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3597-YASZG,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3496-LFSZU,Yes,Fiber optic,No,No,No,No,No,No
5242-UOWHD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6479-SZPLM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8097-VBQTZ,Yes,DSL,Yes,Yes,No,Yes,Yes,No
4500-HKANN,Yes,DSL,No,Yes,No,Yes,No,No
9917-KWRBE,Yes,DSL,Yes,Yes,Yes,No,Yes,No
3420-ZDBMA,Yes,Fiber optic,No,No,No,No,No,No
2212-LYASK,No,DSL,No,Yes,Yes,No,No,Yes
1393-IMKZG,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
8069-RHUXK,No,DSL,Yes,No,No,Yes,No,No
3398-GCPMU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2908-WGAXL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3378-AJRAO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1013-QCWAM,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6050-FFXES,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
0362-RAOQO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9554-DFKIC,Yes,DSL,Yes,No,No,No,No,No
5527-ACHSO,Yes,DSL,No,No,No,Yes,Yes,Yes
